"str","rl","vu","R0","ve1","ve2","wk","q5","q50","q95"
"Aggressive Elimination",1,75,2.5,50,90,21,0,0.14,1.58
"Aggressive Elimination",1,75,2.5,50,90,22,0,0.29,1.58
"Aggressive Elimination",1,75,2.5,50,90,23,0,0.14,1.86
"Aggressive Elimination",1,75,2.5,50,90,24,0,0.14,1.29
"Aggressive Elimination",1,75,2.5,50,90,25,0,0.14,1.43
"Aggressive Elimination",1,75,2.5,50,90,26,0,0.14,1.71
"Aggressive Elimination",1,75,2.5,50,90,27,0,0.29,1.58
"Aggressive Elimination",1,75,2.5,50,90,28,0,0.43,2
"Aggressive Elimination",1,75,2.5,50,90,29,0,0.57,1.71
"Aggressive Elimination",1,75,2.5,50,90,30,0,0.57,2.14
"Aggressive Elimination",1,75,2.5,50,90,31,0,0.57,2
"Aggressive Elimination",1,75,2.5,50,90,32,0,0.57,2.29
"Aggressive Elimination",1,75,2.5,50,90,33,0,0.71,2
"Aggressive Elimination",1,75,2.5,50,90,34,0,0.57,2
"Aggressive Elimination",1,75,2.5,50,90,35,0,0.57,1.86
"Aggressive Elimination",1,75,2.5,50,90,36,0,0.57,1.86
"Aggressive Elimination",1,75,2.5,50,90,37,0,0.43,1.57
"Aggressive Elimination",1,75,2.5,50,90,38,0,0.43,1.86
"Aggressive Elimination",1,75,2.5,50,90,39,0,0.43,1.86
"Aggressive Elimination",1,75,2.5,50,90,40,0.14,1,2.86
"Aggressive Elimination",1,75,2.5,50,90,41,0.14,1.29,3.44
"Aggressive Elimination",1,75,2.5,50,90,42,0.14,1.29,3.58
"Aggressive Elimination",1,75,2.5,50,90,43,0.14,1.57,4.01
"Aggressive Elimination",1,75,2.5,50,90,44,0.14,1.57,4.31
"Aggressive Elimination",1,75,2.5,50,90,45,0.14,1.43,3.72
"Aggressive Elimination",1,75,2.5,50,90,46,0.14,1.5,3.44
"Aggressive Elimination",1,75,2.5,50,90,47,0.28,1.29,3.72
"Aggressive Elimination",1,75,2.5,50,90,48,0.28,1.43,3.16
"Aggressive Elimination",1,75,2.5,50,90,49,0.28,1.43,3.43
"Aggressive Elimination",1,75,2.5,50,90,50,0.14,1.36,3.43
"Aggressive Elimination",1,75,2.5,50,90,51,0.14,1.29,3.57
"Aggressive Elimination",1,75,2.5,50,90,52,0.14,1.14,2.86
"Aggressive Elimination",1,60,2.5,50,50,0,0.86,0.86,1
"Aggressive Elimination",1,60,2.5,50,50,1,0.43,1,1.86
"Aggressive Elimination",1,60,2.5,50,50,2,0.43,1.29,2.14
"Aggressive Elimination",1,60,2.5,50,50,3,0.14,0.86,2.01
"Aggressive Elimination",1,60,2.5,50,50,4,0.14,0.86,1.86
"Aggressive Elimination",1,60,2.5,50,50,5,0,0.64,1.86
"Aggressive Elimination",1,60,2.5,50,50,6,0,0.57,1.57
"Aggressive Elimination",1,60,2.5,50,50,7,0,0.5,1.44
"Aggressive Elimination",1,60,2.5,50,50,8,0,0.43,1.72
"Aggressive Elimination",1,60,2.5,50,50,9,0,0.43,1.59
"Aggressive Elimination",1,60,2.5,50,50,10,0,0.36,1.43
"Aggressive Elimination",1,60,2.5,50,50,11,0,0.29,1.44
"Aggressive Elimination",1,60,2.5,50,50,12,0,0.29,1.29
"Aggressive Elimination",1,60,2.5,50,50,13,0,0.29,1.29
"Aggressive Elimination",1,60,2.5,50,50,14,0,0.29,1.15
"Aggressive Elimination",1,60,2.5,50,50,15,0,0.29,1.29
"Aggressive Elimination",1,60,2.5,50,50,16,0,0.29,1.43
"Aggressive Elimination",1,60,2.5,50,50,17,0,0.29,1.44
"Aggressive Elimination",1,60,2.5,50,50,18,0,0.29,1.3
"Aggressive Elimination",1,60,2.5,50,50,19,0,0.29,1.43
"Aggressive Elimination",1,60,2.5,50,50,20,0,0.29,1.43
"Aggressive Elimination",1,60,2.5,50,50,21,0,0.14,1.86
"Aggressive Elimination",1,60,2.5,50,50,22,0,0.29,1.44
"Aggressive Elimination",1,60,2.5,50,50,23,0,0.29,1.72
"Aggressive Elimination",1,60,2.5,50,50,24,0,0.14,1.86
"Aggressive Elimination",1,60,2.5,50,50,25,0,0.29,1.71
"Aggressive Elimination",1,60,2.5,50,50,26,0,0.29,1.44
"Aggressive Elimination",1,60,2.5,50,50,27,0,0.43,1.44
"Aggressive Elimination",1,60,2.5,50,50,28,0,0.57,1.86
"Aggressive Elimination",1,60,2.5,50,50,29,0,0.57,1.86
"Aggressive Elimination",1,60,2.5,50,50,30,0,0.57,2.15
"Aggressive Elimination",1,60,2.5,50,50,31,0,0.71,2.43
"Aggressive Elimination",1,60,2.5,50,50,32,0,0.86,2.75
"Aggressive Elimination",1,60,2.5,50,50,33,0,0.86,3.29
"Aggressive Elimination",1,60,2.5,50,50,34,0,0.86,3.15
"Aggressive Elimination",1,60,2.5,50,50,35,0,0.93,3
"Aggressive Elimination",1,60,2.5,50,50,36,0,0.86,3.02
"Aggressive Elimination",1,60,2.5,50,50,37,0,1,3.16
"Aggressive Elimination",1,60,2.5,50,50,38,0.14,1,3.15
"Aggressive Elimination",1,60,2.5,50,50,39,0,1.07,2.86
"Aggressive Elimination",1,60,2.5,50,50,40,0.14,1.43,4.15
"Aggressive Elimination",1,60,2.5,50,50,41,0.29,1.86,4.6
"Aggressive Elimination",1,60,2.5,50,50,42,0.56,2.14,6.01
"Aggressive Elimination",1,60,2.5,50,50,43,0.42,2.64,6.16
"Aggressive Elimination",1,60,2.5,50,50,44,0.43,2.86,7.29
"Aggressive Elimination",1,60,2.5,50,50,45,0.56,3,7.71
"Aggressive Elimination",1,60,2.5,50,50,46,0.43,2.79,7.59
"Aggressive Elimination",1,60,2.5,50,50,47,0.71,3,7.76
"Aggressive Elimination",1,60,2.5,50,50,48,0.7,3.29,7.87
"Aggressive Elimination",1,60,2.5,50,50,49,0.71,3.71,6.86
"Aggressive Elimination",1,60,2.5,50,50,50,0.71,3.29,7.59
"Aggressive Elimination",1,60,2.5,50,50,51,0.71,3.64,7.71
"Aggressive Elimination",1,60,2.5,50,50,52,0.57,3.29,7.86
"Aggressive Elimination",1,90,2.5,75,50,0,0.86,0.86,1
"Aggressive Elimination",1,90,2.5,75,50,1,0.43,1,1.86
"Aggressive Elimination",1,90,2.5,75,50,2,0.43,1.29,2.14
"Aggressive Elimination",1,90,2.5,75,50,3,0.14,0.86,2.01
"Aggressive Elimination",1,90,2.5,75,50,4,0.14,0.86,1.87
"Aggressive Elimination",1,90,2.5,75,50,5,0,0.71,1.71
"Aggressive Elimination",1,90,2.5,75,50,6,0,0.57,1.58
"Aggressive Elimination",1,90,2.5,75,50,7,0,0.43,1.44
"Aggressive Elimination",1,90,2.5,75,50,8,0,0.43,1.43
"Aggressive Elimination",1,90,2.5,75,50,9,0,0.43,1.58
"Aggressive Elimination",1,90,2.5,75,50,10,0,0.29,1.58
"Aggressive Elimination",1,90,2.5,75,50,11,0,0.14,1.14
"Aggressive Elimination",1,90,2.5,75,50,12,0,0.14,1.15
"Aggressive Elimination",1,90,2.5,75,50,13,0,0.14,1.01
"Aggressive Elimination",1,90,2.5,75,50,14,0,0.14,1
"Aggressive Elimination",1,90,2.5,75,50,15,0,0.14,1
"Aggressive Elimination",1,90,2.5,75,50,16,0,0.14,1.01
"Aggressive Elimination",1,90,2.5,75,50,17,0,0.14,1.14
"Aggressive Elimination",1,90,2.5,75,50,18,0,0.14,0.72
"Aggressive Elimination",1,90,2.5,75,50,19,0,0.14,0.59
"Aggressive Elimination",1,90,2.5,75,50,20,0,0.14,1
"Aggressive Elimination",1,90,2.5,75,50,21,0,0.14,0.72
"Aggressive Elimination",1,90,2.5,75,50,22,0,0,1
"Aggressive Elimination",1,90,2.5,75,50,23,0,0,0.86
"Aggressive Elimination",1,90,2.5,75,50,24,0,0.14,0.72
"Aggressive Elimination",1,90,2.5,75,50,25,0,0.14,0.71
"Aggressive Elimination",1,90,2.5,75,50,26,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,75,50,27,0,0.29,1.29
"Aggressive Elimination",1,90,2.5,75,50,28,0,0.29,1.16
"Aggressive Elimination",1,90,2.5,75,50,29,0,0.43,1.43
"Aggressive Elimination",1,90,2.5,75,50,30,0,0.43,1.44
"Aggressive Elimination",1,90,2.5,75,50,31,0,0.71,1.86
"Aggressive Elimination",1,90,2.5,75,50,32,0,0.57,1.86
"Aggressive Elimination",1,90,2.5,75,50,33,0,0.57,1.71
"Aggressive Elimination",1,90,2.5,75,50,34,0,0.57,2.01
"Aggressive Elimination",1,90,2.5,75,50,35,0,0.57,2.01
"Aggressive Elimination",1,90,2.5,75,50,36,0,0.71,2.29
"Aggressive Elimination",1,90,2.5,75,50,37,0,0.71,2.43
"Aggressive Elimination",1,90,2.5,75,50,38,0,0.57,2.29
"Aggressive Elimination",1,90,2.5,75,50,39,0,0.71,2.71
"Aggressive Elimination",1,90,2.5,75,50,40,0.14,1.14,3.01
"Aggressive Elimination",1,90,2.5,75,50,41,0.29,1.43,3.71
"Aggressive Elimination",1,90,2.5,75,50,42,0.28,1.71,4.57
"Aggressive Elimination",1,90,2.5,75,50,43,0.28,1.86,4.86
"Aggressive Elimination",1,90,2.5,75,50,44,0.29,1.93,4.73
"Aggressive Elimination",1,90,2.5,75,50,45,0.29,2.07,5.44
"Aggressive Elimination",1,90,2.5,75,50,46,0.29,2.14,5.18
"Aggressive Elimination",1,90,2.5,75,50,47,0.29,2.14,5.29
"Aggressive Elimination",1,90,2.5,75,50,48,0.43,2.29,4.91
"Aggressive Elimination",1,90,2.5,75,50,49,0.43,2.21,4.86
"Aggressive Elimination",1,90,2.5,75,50,50,0.29,2,4.44
"Aggressive Elimination",1,90,2.5,75,50,51,0.29,2.14,4.43
"Aggressive Elimination",1,90,2.5,75,50,52,0.42,2.14,4.72
"Aggressive Elimination",1,90,2.5,50,50,0,0.86,0.86,1
"Aggressive Elimination",1,90,2.5,50,50,1,0.43,1,1.86
"Aggressive Elimination",1,90,2.5,50,50,2,0.43,1.29,2.14
"Aggressive Elimination",1,90,2.5,50,50,3,0.14,0.86,2.01
"Aggressive Elimination",1,90,2.5,50,50,4,0.14,0.86,1.86
"Aggressive Elimination",1,90,2.5,50,50,5,0,0.71,1.86
"Aggressive Elimination",1,90,2.5,50,50,6,0,0.57,1.71
"Aggressive Elimination",1,90,2.5,50,50,7,0,0.57,1.71
"Aggressive Elimination",1,90,2.5,50,50,8,0,0.43,1.71
"Aggressive Elimination",1,90,2.5,50,50,9,0,0.43,1.71
"Aggressive Elimination",1,90,2.5,50,50,10,0,0.43,1.43
"Aggressive Elimination",1,90,2.5,50,50,11,0,0.29,1.43
"Aggressive Elimination",1,90,2.5,50,50,12,0,0.29,1.29
"Aggressive Elimination",1,90,2.5,50,50,13,0,0.14,1.01
"Aggressive Elimination",1,90,2.5,50,50,14,0,0.14,1
"Aggressive Elimination",1,90,2.5,50,50,15,0,0.29,1.01
"Aggressive Elimination",1,90,2.5,50,50,16,0,0.14,1.14
"Aggressive Elimination",1,90,2.5,50,50,17,0,0.29,1.57
"Aggressive Elimination",1,90,2.5,50,50,18,0,0.14,1.16
"Aggressive Elimination",1,90,2.5,50,50,19,0,0.14,1.43
"Aggressive Elimination",1,90,2.5,50,50,20,0,0.14,1.15
"Aggressive Elimination",1,90,2.5,50,50,21,0,0.14,1.72
"Aggressive Elimination",1,90,2.5,50,50,22,0,0.21,1.58
"Aggressive Elimination",1,90,2.5,50,50,23,0,0.14,1.57
"Aggressive Elimination",1,90,2.5,50,50,24,0,0.14,1.44
"Aggressive Elimination",1,90,2.5,50,50,25,0,0.14,1.3
"Aggressive Elimination",1,90,2.5,50,50,26,0,0.14,1.44
"Aggressive Elimination",1,90,2.5,50,50,27,0,0.29,1.14
"Aggressive Elimination",1,90,2.5,50,50,28,0,0.43,1.29
"Aggressive Elimination",1,90,2.5,50,50,29,0,0.57,1.86
"Aggressive Elimination",1,90,2.5,50,50,30,0,0.64,2
"Aggressive Elimination",1,90,2.5,50,50,31,0,0.71,2.01
"Aggressive Elimination",1,90,2.5,50,50,32,0,0.57,2.14
"Aggressive Elimination",1,90,2.5,50,50,33,0,0.57,2.3
"Aggressive Elimination",1,90,2.5,50,50,34,0,0.71,3.15
"Aggressive Elimination",1,90,2.5,50,50,35,0,0.71,2.71
"Aggressive Elimination",1,90,2.5,50,50,36,0,0.57,2.73
"Aggressive Elimination",1,90,2.5,50,50,37,0,0.71,2.86
"Aggressive Elimination",1,90,2.5,50,50,38,0,0.71,2.73
"Aggressive Elimination",1,90,2.5,50,50,39,0,0.71,2.74
"Aggressive Elimination",1,90,2.5,50,50,40,0.14,1.14,3.59
"Aggressive Elimination",1,90,2.5,50,50,41,0.28,1.57,4.43
"Aggressive Elimination",1,90,2.5,50,50,42,0.14,1.86,4.89
"Aggressive Elimination",1,90,2.5,50,50,43,0.29,2,5.14
"Aggressive Elimination",1,90,2.5,50,50,44,0.42,2,5.3
"Aggressive Elimination",1,90,2.5,50,50,45,0.28,2.57,5.57
"Aggressive Elimination",1,90,2.5,50,50,46,0.29,2.43,6.14
"Aggressive Elimination",1,90,2.5,50,50,47,0.42,2.43,5.58
"Aggressive Elimination",1,90,2.5,50,50,48,0.42,2.36,6
"Aggressive Elimination",1,90,2.5,50,50,49,0.71,2.57,5.71
"Aggressive Elimination",1,90,2.5,50,50,50,0.57,2.57,5.15
"Aggressive Elimination",1,90,2.5,50,50,51,0.43,2.57,5.86
"Aggressive Elimination",1,90,2.5,50,50,52,0.42,2.43,5.86
"Aggressive Elimination",1,75,2.5,50,75,0,0.86,0.86,1
"Aggressive Elimination",1,75,2.5,50,75,1,0.43,1,1.86
"Aggressive Elimination",1,75,2.5,50,75,2,0.43,1.29,2.14
"Aggressive Elimination",1,75,2.5,50,75,3,0.14,0.86,2.01
"Aggressive Elimination",1,75,2.5,50,75,4,0.14,0.86,1.86
"Aggressive Elimination",1,75,2.5,50,75,5,0,0.71,1.86
"Aggressive Elimination",1,75,2.5,50,75,6,0,0.57,1.71
"Aggressive Elimination",1,75,2.5,50,75,7,0,0.57,1.71
"Aggressive Elimination",1,75,2.5,50,75,8,0,0.43,1.72
"Aggressive Elimination",1,75,2.5,50,75,9,0,0.43,1.59
"Aggressive Elimination",1,75,2.5,50,75,10,0,0.43,1.43
"Aggressive Elimination",1,75,2.5,50,75,11,0,0.29,1.43
"Aggressive Elimination",1,75,2.5,50,75,12,0,0.29,1.29
"Aggressive Elimination",1,75,2.5,50,75,13,0,0.21,1.14
"Aggressive Elimination",1,75,2.5,50,75,14,0,0.29,1.29
"Aggressive Elimination",1,75,2.5,50,75,15,0,0.29,1.15
"Aggressive Elimination",1,75,2.5,50,75,16,0,0.14,1.44
"Aggressive Elimination",1,75,2.5,50,75,17,0,0.29,1.72
"Aggressive Elimination",1,75,2.5,50,75,18,0,0.29,1.58
"Aggressive Elimination",1,75,2.5,50,75,19,0,0.29,1.6
"Aggressive Elimination",1,75,2.5,50,75,20,0,0.14,2
"Aggressive Elimination",1,75,2.5,50,75,21,0,0.14,1.86
"Aggressive Elimination",1,75,2.5,50,75,22,0,0.14,1.44
"Aggressive Elimination",1,75,2.5,50,75,23,0,0.14,1.58
"Aggressive Elimination",1,75,2.5,50,75,24,0,0.14,1.15
"Aggressive Elimination",1,75,2.5,50,75,25,0,0.14,1.57
"Aggressive Elimination",1,75,2.5,50,75,26,0,0.29,1.29
"Aggressive Elimination",1,75,2.5,50,75,27,0,0.43,1.44
"Aggressive Elimination",1,75,2.5,50,75,28,0,0.5,1.86
"Aggressive Elimination",1,75,2.5,50,75,29,0,0.57,1.71
"Aggressive Elimination",1,75,2.5,50,75,30,0,0.64,1.86
"Aggressive Elimination",1,75,2.5,50,75,31,0,0.71,2
"Aggressive Elimination",1,75,2.5,50,75,32,0,0.64,2.29
"Aggressive Elimination",1,75,2.5,50,75,33,0,0.71,2.44
"Aggressive Elimination",1,75,2.5,50,75,34,0,0.86,2.01
"Aggressive Elimination",1,75,2.5,50,75,35,0,0.71,2.16
"Aggressive Elimination",1,75,2.5,50,75,36,0,0.71,2.43
"Aggressive Elimination",1,75,2.5,50,75,37,0,0.57,2.29
"Aggressive Elimination",1,75,2.5,50,75,38,0,0.57,2.14
"Aggressive Elimination",1,75,2.5,50,75,39,0,0.71,2.29
"Aggressive Elimination",1,75,2.5,50,75,40,0.14,1.14,3.43
"Aggressive Elimination",1,75,2.5,50,75,41,0.14,1.36,3.71
"Aggressive Elimination",1,75,2.5,50,75,42,0.28,1.57,4.02
"Aggressive Elimination",1,75,2.5,50,75,43,0.14,1.86,5.01
"Aggressive Elimination",1,75,2.5,50,75,44,0.42,1.71,5.01
"Aggressive Elimination",1,75,2.5,50,75,45,0.29,1.71,4.74
"Aggressive Elimination",1,75,2.5,50,75,46,0.14,2,5.14
"Aggressive Elimination",1,75,2.5,50,75,47,0.42,1.86,4.88
"Aggressive Elimination",1,75,2.5,50,75,48,0.29,1.86,4.71
"Aggressive Elimination",1,75,2.5,50,75,49,0.42,1.93,4.88
"Aggressive Elimination",1,75,2.5,50,75,50,0.29,1.79,4.44
"Aggressive Elimination",1,75,2.5,50,75,51,0.43,1.86,4.44
"Aggressive Elimination",1,75,2.5,50,75,52,0.29,2,4
"Aggressive Elimination",1,60,2.5,75,75,0,0.86,0.86,1
"Aggressive Elimination",1,60,2.5,75,75,1,0.43,1,1.86
"Aggressive Elimination",1,60,2.5,75,75,2,0.43,1.29,2.14
"Aggressive Elimination",1,60,2.5,75,75,3,0.14,0.86,2.01
"Aggressive Elimination",1,60,2.5,75,75,4,0.14,0.86,1.87
"Aggressive Elimination",1,60,2.5,75,75,5,0,0.71,1.86
"Aggressive Elimination",1,60,2.5,75,75,6,0,0.57,1.43
"Aggressive Elimination",1,60,2.5,75,75,7,0,0.5,1.59
"Aggressive Elimination",1,60,2.5,75,75,8,0,0.43,1.71
"Aggressive Elimination",1,60,2.5,75,75,9,0,0.43,1.57
"Aggressive Elimination",1,60,2.5,75,75,10,0,0.29,1.43
"Aggressive Elimination",1,60,2.5,75,75,11,0,0.29,1.44
"Aggressive Elimination",1,60,2.5,75,75,12,0,0.14,1.29
"Aggressive Elimination",1,60,2.5,75,75,13,0,0.14,1.14
"Aggressive Elimination",1,60,2.5,75,75,14,0,0.14,1.01
"Aggressive Elimination",1,60,2.5,75,75,15,0,0.21,1.14
"Aggressive Elimination",1,60,2.5,75,75,16,0,0.14,1.43
"Aggressive Elimination",1,60,2.5,75,75,17,0,0.14,1.71
"Aggressive Elimination",1,60,2.5,75,75,18,0,0.21,1.44
"Aggressive Elimination",1,60,2.5,75,75,19,0,0.29,1.71
"Aggressive Elimination",1,60,2.5,75,75,20,0,0.14,1.29
"Aggressive Elimination",1,60,2.5,75,75,21,0,0.29,1.3
"Aggressive Elimination",1,60,2.5,75,75,22,0,0.14,1.43
"Aggressive Elimination",1,60,2.5,75,75,23,0,0.14,1.29
"Aggressive Elimination",1,60,2.5,75,75,24,0,0.14,1.15
"Aggressive Elimination",1,60,2.5,75,75,25,0,0.14,0.86
"Aggressive Elimination",1,60,2.5,75,75,26,0,0.14,1.14
"Aggressive Elimination",1,60,2.5,75,75,27,0,0.29,1.29
"Aggressive Elimination",1,60,2.5,75,75,28,0,0.29,1.29
"Aggressive Elimination",1,60,2.5,75,75,29,0,0.43,1.71
"Aggressive Elimination",1,60,2.5,75,75,30,0,0.57,1.73
"Aggressive Elimination",1,60,2.5,75,75,31,0,0.57,1.71
"Aggressive Elimination",1,60,2.5,75,75,32,0,0.57,1.86
"Aggressive Elimination",1,60,2.5,75,75,33,0,0.57,2.01
"Aggressive Elimination",1,60,2.5,75,75,34,0,0.57,2
"Aggressive Elimination",1,60,2.5,75,75,35,0,0.64,2.29
"Aggressive Elimination",1,60,2.5,75,75,36,0,0.71,2.72
"Aggressive Elimination",1,60,2.5,75,75,37,0,0.71,2.72
"Aggressive Elimination",1,60,2.5,75,75,38,0,0.71,2.44
"Aggressive Elimination",1,60,2.5,75,75,39,0,0.71,2.72
"Aggressive Elimination",1,60,2.5,75,75,40,0.14,1.14,3.31
"Aggressive Elimination",1,60,2.5,75,75,41,0.14,1.5,3.72
"Aggressive Elimination",1,60,2.5,75,75,42,0.14,1.79,4.48
"Aggressive Elimination",1,60,2.5,75,75,43,0.29,1.93,4.87
"Aggressive Elimination",1,60,2.5,75,75,44,0.29,2,5.29
"Aggressive Elimination",1,60,2.5,75,75,45,0.29,2.29,5.15
"Aggressive Elimination",1,60,2.5,75,75,46,0.28,2,5.3
"Aggressive Elimination",1,60,2.5,75,75,47,0.42,2.07,5.15
"Aggressive Elimination",1,60,2.5,75,75,48,0.14,2.07,5
"Aggressive Elimination",1,60,2.5,75,75,49,0.29,2.07,5.14
"Aggressive Elimination",1,60,2.5,75,75,50,0.28,2.14,5.43
"Aggressive Elimination",1,60,2.5,75,75,51,0.28,2,5.01
"Aggressive Elimination",1,60,2.5,75,75,52,0.29,2,4.72
"Aggressive Elimination",1,75,2.5,75,75,0,0.86,0.86,1
"Aggressive Elimination",1,75,2.5,75,75,1,0.43,1,1.86
"Aggressive Elimination",1,75,2.5,75,75,2,0.43,1.29,2.14
"Aggressive Elimination",1,75,2.5,75,75,3,0.14,0.86,2.01
"Aggressive Elimination",1,75,2.5,75,75,4,0.14,0.86,1.87
"Aggressive Elimination",1,75,2.5,75,75,5,0,0.71,1.72
"Aggressive Elimination",1,75,2.5,75,75,6,0,0.57,1.58
"Aggressive Elimination",1,75,2.5,75,75,7,0,0.43,1.57
"Aggressive Elimination",1,75,2.5,75,75,8,0,0.43,1.72
"Aggressive Elimination",1,75,2.5,75,75,9,0,0.43,1.57
"Aggressive Elimination",1,75,2.5,75,75,10,0,0.29,1.43
"Aggressive Elimination",1,75,2.5,75,75,11,0,0.14,1.29
"Aggressive Elimination",1,75,2.5,75,75,12,0,0.14,1.16
"Aggressive Elimination",1,75,2.5,75,75,13,0,0.14,1
"Aggressive Elimination",1,75,2.5,75,75,14,0,0.14,1.44
"Aggressive Elimination",1,75,2.5,75,75,15,0,0.14,1.29
"Aggressive Elimination",1,75,2.5,75,75,16,0,0.14,1.29
"Aggressive Elimination",1,75,2.5,75,75,17,0,0.14,1.29
"Aggressive Elimination",1,75,2.5,75,75,18,0,0.29,1.29
"Aggressive Elimination",1,75,2.5,75,75,19,0,0.14,1
"Aggressive Elimination",1,75,2.5,75,75,20,0,0.14,1
"Aggressive Elimination",1,75,2.5,75,75,21,0,0.14,1.01
"Aggressive Elimination",1,75,2.5,75,75,22,0,0.07,0.86
"Aggressive Elimination",1,75,2.5,75,75,23,0,0,1.29
"Aggressive Elimination",1,75,2.5,75,75,24,0,0.14,0.86
"Aggressive Elimination",1,75,2.5,75,75,25,0,0.14,1
"Aggressive Elimination",1,75,2.5,75,75,26,0,0.14,1.01
"Aggressive Elimination",1,75,2.5,75,75,27,0,0.29,1.43
"Aggressive Elimination",1,75,2.5,75,75,28,0,0.43,1.44
"Aggressive Elimination",1,75,2.5,75,75,29,0,0.57,1.43
"Aggressive Elimination",1,75,2.5,75,75,30,0,0.57,1.73
"Aggressive Elimination",1,75,2.5,75,75,31,0,0.43,1.86
"Aggressive Elimination",1,75,2.5,75,75,32,0,0.57,2.01
"Aggressive Elimination",1,75,2.5,75,75,33,0,0.57,2.01
"Aggressive Elimination",1,75,2.5,75,75,34,0,0.57,1.86
"Aggressive Elimination",1,75,2.5,75,75,35,0,0.57,1.86
"Aggressive Elimination",1,75,2.5,75,75,36,0,0.57,2.15
"Aggressive Elimination",1,75,2.5,75,75,37,0,0.5,1.73
"Aggressive Elimination",1,75,2.5,75,75,38,0,0.43,1.72
"Aggressive Elimination",1,75,2.5,75,75,39,0,0.57,2.14
"Aggressive Elimination",1,75,2.5,75,75,40,0.14,1.14,3
"Aggressive Elimination",1,75,2.5,75,75,41,0.14,1.29,3.3
"Aggressive Elimination",1,75,2.5,75,75,42,0.14,1.71,4.3
"Aggressive Elimination",1,75,2.5,75,75,43,0.28,1.86,3.72
"Aggressive Elimination",1,75,2.5,75,75,44,0.29,1.64,4.73
"Aggressive Elimination",1,75,2.5,75,75,45,0.14,1.86,4.29
"Aggressive Elimination",1,75,2.5,75,75,46,0.14,1.79,4.16
"Aggressive Elimination",1,75,2.5,75,75,47,0.14,1.79,4.72
"Aggressive Elimination",1,75,2.5,75,75,48,0.28,1.71,4.01
"Aggressive Elimination",1,75,2.5,75,75,49,0.29,1.86,4
"Aggressive Elimination",1,75,2.5,75,75,50,0.29,1.71,4.01
"Aggressive Elimination",1,75,2.5,75,75,51,0.28,1.71,3.74
"Aggressive Elimination",1,75,2.5,75,75,52,0.28,1.57,3.86
"Aggressive Elimination",1,90,2.5,75,90,0,0.86,0.86,1
"Aggressive Elimination",1,90,2.5,75,90,1,0.43,1,1.86
"Aggressive Elimination",1,90,2.5,75,90,2,0.43,1.29,2.14
"Aggressive Elimination",1,90,2.5,75,90,3,0.14,0.86,2.01
"Aggressive Elimination",1,90,2.5,75,90,4,0.14,0.86,1.87
"Aggressive Elimination",1,90,2.5,75,90,5,0,0.71,1.71
"Aggressive Elimination",1,90,2.5,75,90,6,0,0.57,1.58
"Aggressive Elimination",1,90,2.5,75,90,7,0,0.43,1.44
"Aggressive Elimination",1,90,2.5,75,90,8,0,0.43,1.43
"Aggressive Elimination",1,90,2.5,75,90,9,0,0.43,1.58
"Aggressive Elimination",1,90,2.5,75,90,10,0,0.29,1.58
"Aggressive Elimination",1,90,2.5,75,90,11,0,0.14,1.14
"Aggressive Elimination",1,90,2.5,75,90,12,0,0.14,1.15
"Aggressive Elimination",1,90,2.5,75,90,13,0,0.14,1.01
"Aggressive Elimination",1,90,2.5,75,90,14,0,0.14,1
"Aggressive Elimination",1,90,2.5,75,90,15,0,0.14,1
"Aggressive Elimination",1,90,2.5,75,90,16,0,0.14,1.01
"Aggressive Elimination",1,90,2.5,75,90,17,0,0.14,1.15
"Aggressive Elimination",1,90,2.5,75,90,18,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,75,90,19,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,75,90,20,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,75,90,21,0,0,0.86
"Aggressive Elimination",1,90,2.5,75,90,22,0,0,1
"Aggressive Elimination",1,90,2.5,75,90,23,0,0,1.14
"Aggressive Elimination",1,90,2.5,75,90,24,0,0.07,0.86
"Aggressive Elimination",1,90,2.5,75,90,25,0,0.14,0.57
"Aggressive Elimination",1,90,2.5,75,90,26,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,75,90,27,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,75,90,28,0,0.36,1.14
"Aggressive Elimination",1,90,2.5,75,90,29,0,0.43,1.14
"Aggressive Elimination",1,90,2.5,75,90,30,0,0.43,1.44
"Aggressive Elimination",1,90,2.5,75,90,31,0,0.43,1.15
"Aggressive Elimination",1,90,2.5,75,90,32,0,0.43,1.15
"Aggressive Elimination",1,90,2.5,75,90,33,0,0.43,1.29
"Aggressive Elimination",1,90,2.5,75,90,34,0,0.43,1.29
"Aggressive Elimination",1,90,2.5,75,90,35,0,0.29,1.15
"Aggressive Elimination",1,90,2.5,75,90,36,0,0.29,1.29
"Aggressive Elimination",1,90,2.5,75,90,37,0,0.29,1.15
"Aggressive Elimination",1,90,2.5,75,90,38,0,0.29,1
"Aggressive Elimination",1,90,2.5,75,90,39,0,0.29,1.29
"Aggressive Elimination",1,90,2.5,75,90,40,0.14,0.86,2.01
"Aggressive Elimination",1,90,2.5,75,90,41,0.14,0.86,2.44
"Aggressive Elimination",1,90,2.5,75,90,42,0.14,0.86,2.71
"Aggressive Elimination",1,90,2.5,75,90,43,0.14,1.14,2.86
"Aggressive Elimination",1,90,2.5,75,90,44,0.14,1.14,3.01
