"strategy","relax_strategies","vaccine_uptake","unmitigated_reproduction_rate","phase_1_vaccine_transmission_reduction","phase_2_3_vaccine_transmission_reduction","week","percentile_5th","percentile_50th","percentile_95th"
"Aggressive Elimination",0,60,3.75,75,50,41,0.71,2.57,5.86
"Aggressive Elimination",0,60,3.75,75,50,42,0.71,2.57,5.73
"Aggressive Elimination",0,60,3.75,75,50,43,0.71,3.14,7.19
"Aggressive Elimination",0,60,3.75,75,50,44,0.57,3.21,6.86
"Aggressive Elimination",0,60,3.75,75,50,45,0.85,3.29,6.01
"Aggressive Elimination",0,60,3.75,75,50,46,0.71,3.21,6.72
"Aggressive Elimination",0,60,3.75,75,50,47,0.71,3.14,7.14
"Aggressive Elimination",0,60,3.75,75,50,48,0.71,3.43,6.01
"Aggressive Elimination",0,60,3.75,75,50,49,0.85,3.29,5.73
"Aggressive Elimination",0,60,3.75,75,50,50,0.71,3.29,6.01
"Aggressive Elimination",0,60,3.75,75,50,51,0.85,3.14,5.87
"Aggressive Elimination",0,60,3.75,75,50,52,0.99,3,6.15
"Aggressive Elimination",0,60,3.75,75,75,0,0.86,0.86,1
"Aggressive Elimination",0,60,3.75,75,75,1,0.86,1.71,3.01
"Aggressive Elimination",0,60,3.75,75,75,2,0.71,1.86,3.74
"Aggressive Elimination",0,60,3.75,75,75,3,0.43,1.57,3.01
"Aggressive Elimination",0,60,3.75,75,75,4,0.56,1.86,4.29
"Aggressive Elimination",0,60,3.75,75,75,5,0.56,2,4.44
"Aggressive Elimination",0,60,3.75,75,75,6,0.43,2,4.29
"Aggressive Elimination",0,60,3.75,75,75,7,0.42,2,4.02
"Aggressive Elimination",0,60,3.75,75,75,8,0.43,1.86,5
"Aggressive Elimination",0,60,3.75,75,75,9,0.41,1.86,4.86
"Aggressive Elimination",0,60,3.75,75,75,10,0.14,1.79,4.74
"Aggressive Elimination",0,60,3.75,75,75,11,0.29,1.57,5.74
"Aggressive Elimination",0,60,3.75,75,75,12,0.14,1.64,4.43
"Aggressive Elimination",0,60,3.75,75,75,13,0.14,1.57,4.88
"Aggressive Elimination",0,60,3.75,75,75,14,0.14,1.71,4.58
"Aggressive Elimination",0,60,3.75,75,75,15,0.14,1.43,4.29
"Aggressive Elimination",0,60,3.75,75,75,16,0.28,1.43,4.44
"Aggressive Elimination",0,60,3.75,75,75,17,0.14,1.57,4.89
"Aggressive Elimination",0,60,3.75,75,75,18,0.14,1.57,5.02
"Aggressive Elimination",0,60,3.75,75,75,19,0,1.43,4.15
"Aggressive Elimination",0,60,3.75,75,75,20,0,1.29,4.57
"Aggressive Elimination",0,60,3.75,75,75,21,0,1.29,4.59
"Aggressive Elimination",0,60,3.75,75,75,22,0.14,1.21,4.16
"Aggressive Elimination",0,60,3.75,75,75,23,0,1,4.01
"Aggressive Elimination",0,60,3.75,75,75,24,0,0.86,3.86
"Aggressive Elimination",0,60,3.75,75,75,25,0,0.86,3.14
"Aggressive Elimination",0,60,3.75,75,75,26,0,0.86,3.14
"Aggressive Elimination",0,60,3.75,75,75,27,0,1.07,2.72
"Aggressive Elimination",0,60,3.75,75,75,28,0,1.14,3
"Aggressive Elimination",0,60,3.75,75,75,29,0.14,1.14,3.01
"Aggressive Elimination",0,60,3.75,75,75,30,0.14,1.29,3.59
"Aggressive Elimination",0,60,3.75,75,75,31,0.14,1.29,3.57
"Aggressive Elimination",0,60,3.75,75,75,32,0.14,1.21,3.72
"Aggressive Elimination",0,60,3.75,75,75,33,0.14,1.43,3.86
"Aggressive Elimination",0,60,3.75,75,75,34,0.14,1.43,3.58
"Aggressive Elimination",0,60,3.75,75,75,35,0.14,1.43,3.3
"Aggressive Elimination",0,60,3.75,75,75,36,0.14,1.29,3.73
"Aggressive Elimination",0,60,3.75,75,75,37,0.14,1.29,3.59
"Aggressive Elimination",0,60,3.75,75,75,38,0.14,1.14,3.44
"Aggressive Elimination",0,60,3.75,75,75,39,0.14,1.29,3.01
"Aggressive Elimination",0,60,3.75,75,75,40,0.14,1.71,3.86
"Aggressive Elimination",0,60,3.75,75,75,41,0.29,2.14,4.43
"Aggressive Elimination",0,60,3.75,75,75,42,0.43,2.43,5.57
"Aggressive Elimination",0,60,3.75,75,75,43,0.43,2.5,5.86
"Aggressive Elimination",0,60,3.75,75,75,44,0.57,2.57,5.73
"Aggressive Elimination",0,60,3.75,75,75,45,0.28,2.79,6.59
"Aggressive Elimination",0,60,3.75,75,75,46,0.28,2.64,6.44
"Aggressive Elimination",0,60,3.75,75,75,47,0.29,2.64,6.16
"Aggressive Elimination",0,60,3.75,75,75,48,0.42,2.57,5.31
"Aggressive Elimination",0,60,3.75,75,75,49,0.71,3,5.29
"Aggressive Elimination",0,60,3.75,75,75,50,0.43,2.5,5.71
"Aggressive Elimination",0,60,3.75,75,75,51,0.43,2.5,5.58
"Aggressive Elimination",0,60,3.75,75,75,52,0.42,2.43,5.87
"Aggressive Elimination",0,75,3.75,75,50,0,0.86,0.86,1
"Aggressive Elimination",0,75,3.75,75,50,1,0.86,1.71,3.01
"Aggressive Elimination",0,75,3.75,75,50,2,0.71,1.86,3.74
"Aggressive Elimination",0,75,3.75,75,50,3,0.43,1.57,3.01
"Aggressive Elimination",0,75,3.75,75,50,4,0.57,1.86,4.29
"Aggressive Elimination",0,75,3.75,75,50,5,0.56,1.86,4.86
"Aggressive Elimination",0,75,3.75,75,50,6,0.29,1.79,5.03
"Aggressive Elimination",0,75,3.75,75,50,7,0.28,1.93,4.71
"Aggressive Elimination",0,75,3.75,75,50,8,0.42,1.79,4.45
"Aggressive Elimination",0,75,3.75,75,50,9,0.14,1.71,4.71
"Aggressive Elimination",0,75,3.75,75,50,10,0.28,1.57,4.3
"Aggressive Elimination",0,75,3.75,75,50,11,0.28,1.57,4.01
"Aggressive Elimination",0,75,3.75,75,50,12,0,1.43,3.73
"Aggressive Elimination",0,75,3.75,75,50,13,0,1.5,4.29
"Aggressive Elimination",0,75,3.75,75,50,14,0,1.29,4.29
"Aggressive Elimination",0,75,3.75,75,50,15,0.14,1.43,3.44
"Aggressive Elimination",0,75,3.75,75,50,16,0,1.43,4.01
"Aggressive Elimination",0,75,3.75,75,50,17,0,1.21,3.29
"Aggressive Elimination",0,75,3.75,75,50,18,0,1.14,3.02
"Aggressive Elimination",0,75,3.75,75,50,19,0,1,3.43
"Aggressive Elimination",0,75,3.75,75,50,20,0,1.14,2.71
"Aggressive Elimination",0,75,3.75,75,50,21,0,0.86,3.29
"Aggressive Elimination",0,75,3.75,75,50,22,0,1.14,3.14
"Aggressive Elimination",0,75,3.75,75,50,23,0,0.86,2.75
"Aggressive Elimination",0,75,3.75,75,50,24,0,0.93,3
"Aggressive Elimination",0,75,3.75,75,50,25,0,1,2.29
"Aggressive Elimination",0,75,3.75,75,50,26,0,0.86,2.57
"Aggressive Elimination",0,75,3.75,75,50,27,0,1,2.57
"Aggressive Elimination",0,75,3.75,75,50,28,0.14,1.07,3
"Aggressive Elimination",0,75,3.75,75,50,29,0,1.07,2.44
"Aggressive Elimination",0,75,3.75,75,50,30,0.14,1.29,2.86
"Aggressive Elimination",0,75,3.75,75,50,31,0,1.36,3.29
"Aggressive Elimination",0,75,3.75,75,50,32,0.14,1.21,3.3
"Aggressive Elimination",0,75,3.75,75,50,33,0.14,1.29,4.14
"Aggressive Elimination",0,75,3.75,75,50,34,0.14,1.29,3.74
"Aggressive Elimination",0,75,3.75,75,50,35,0.14,1.14,3.71
"Aggressive Elimination",0,75,3.75,75,50,36,0.14,1.14,3.72
"Aggressive Elimination",0,75,3.75,75,50,37,0.28,1.14,4.15
"Aggressive Elimination",0,75,3.75,75,50,38,0.14,1.07,4.29
"Aggressive Elimination",0,75,3.75,75,50,39,0.14,1.14,5
"Aggressive Elimination",0,75,3.75,75,50,40,0.56,1.71,5
"Aggressive Elimination",0,75,3.75,75,50,41,0.57,2.29,4.74
"Aggressive Elimination",0,75,3.75,75,50,42,0.71,2.43,5.74
"Aggressive Elimination",0,75,3.75,75,50,43,0.43,2.64,7.14
"Aggressive Elimination",0,75,3.75,75,50,44,0.71,2.71,6.71
"Aggressive Elimination",0,75,3.75,75,50,45,0.42,3.07,6.86
"Aggressive Elimination",0,75,3.75,75,50,46,0.42,2.93,6.59
"Aggressive Elimination",0,75,3.75,75,50,47,0.71,2.93,6.14
"Aggressive Elimination",0,75,3.75,75,50,48,0.71,3,6.15
"Aggressive Elimination",0,75,3.75,75,50,49,0.85,2.93,5.87
"Aggressive Elimination",0,75,3.75,75,50,50,0.71,2.93,6.14
"Aggressive Elimination",0,75,3.75,75,50,51,0.71,3,7.33
"Aggressive Elimination",0,75,3.75,75,50,52,0.85,2.71,6.44
"Aggressive Elimination",0,75,3.75,75,75,0,0.86,0.86,1
"Aggressive Elimination",0,75,3.75,75,75,1,0.86,1.71,3.01
"Aggressive Elimination",0,75,3.75,75,75,2,0.71,1.86,3.74
"Aggressive Elimination",0,75,3.75,75,75,3,0.43,1.57,3.01
"Aggressive Elimination",0,75,3.75,75,75,4,0.57,1.86,4.29
"Aggressive Elimination",0,75,3.75,75,75,5,0.56,1.86,4.86
"Aggressive Elimination",0,75,3.75,75,75,6,0.29,1.79,5.03
"Aggressive Elimination",0,75,3.75,75,75,7,0.28,1.93,4.71
"Aggressive Elimination",0,75,3.75,75,75,8,0.42,1.79,4.45
"Aggressive Elimination",0,75,3.75,75,75,9,0.14,1.71,4.71
"Aggressive Elimination",0,75,3.75,75,75,10,0.28,1.57,4.3
"Aggressive Elimination",0,75,3.75,75,75,11,0.28,1.57,4.01
"Aggressive Elimination",0,75,3.75,75,75,12,0,1.43,3.73
"Aggressive Elimination",0,75,3.75,75,75,13,0,1.5,4.29
"Aggressive Elimination",0,75,3.75,75,75,14,0,1.29,4.29
"Aggressive Elimination",0,75,3.75,75,75,15,0.14,1.43,3.44
"Aggressive Elimination",0,75,3.75,75,75,16,0,1.43,4.01
"Aggressive Elimination",0,75,3.75,75,75,17,0,1.14,3.29
"Aggressive Elimination",0,75,3.75,75,75,18,0,1.07,3.29
"Aggressive Elimination",0,75,3.75,75,75,19,0,1.14,3.57
"Aggressive Elimination",0,75,3.75,75,75,20,0,1,2.87
"Aggressive Elimination",0,75,3.75,75,75,21,0,0.86,2.73
"Aggressive Elimination",0,75,3.75,75,75,22,0,1,2.74
"Aggressive Elimination",0,75,3.75,75,75,23,0,1,2.72
"Aggressive Elimination",0,75,3.75,75,75,24,0,0.93,2.57
"Aggressive Elimination",0,75,3.75,75,75,25,0,0.71,2.3
"Aggressive Elimination",0,75,3.75,75,75,26,0,0.86,2.44
"Aggressive Elimination",0,75,3.75,75,75,27,0,0.86,2.57
"Aggressive Elimination",0,75,3.75,75,75,28,0,0.86,2.86
"Aggressive Elimination",0,75,3.75,75,75,29,0,1,2.72
"Aggressive Elimination",0,75,3.75,75,75,30,0.14,1.14,2.73
"Aggressive Elimination",0,75,3.75,75,75,31,0,1.14,3
"Aggressive Elimination",0,75,3.75,75,75,32,0.14,1,3.71
"Aggressive Elimination",0,75,3.75,75,75,33,0,0.86,3.86
"Aggressive Elimination",0,75,3.75,75,75,34,0.14,1.14,2.73
"Aggressive Elimination",0,75,3.75,75,75,35,0,1,2.88
"Aggressive Elimination",0,75,3.75,75,75,36,0,1,3.01
"Aggressive Elimination",0,75,3.75,75,75,37,0.14,0.86,2.59
"Aggressive Elimination",0,75,3.75,75,75,38,0.14,1,2.59
"Aggressive Elimination",0,75,3.75,75,75,39,0,0.86,3.14
"Aggressive Elimination",0,75,3.75,75,75,40,0.14,1.57,3.59
"Aggressive Elimination",0,75,3.75,75,75,41,0.29,1.79,5.01
"Aggressive Elimination",0,75,3.75,75,75,42,0.29,1.93,4.74
"Aggressive Elimination",0,75,3.75,75,75,43,0.29,2.43,5.86
"Aggressive Elimination",0,75,3.75,75,75,44,0.42,2.14,5.46
"Aggressive Elimination",0,75,3.75,75,75,45,0.42,2,5.16
"Aggressive Elimination",0,75,3.75,75,75,46,0.29,2.21,5.44
"Aggressive Elimination",0,75,3.75,75,75,47,0.56,2,5.01
"Aggressive Elimination",0,75,3.75,75,75,48,0.43,2.14,4.88
"Aggressive Elimination",0,75,3.75,75,75,49,0.43,2.29,4.86
"Aggressive Elimination",0,75,3.75,75,75,50,0.42,2.29,4.87
"Aggressive Elimination",0,75,3.75,75,75,51,0.43,2.14,4.86
"Aggressive Elimination",0,75,3.75,75,75,52,0.29,2.14,4.29
"Aggressive Elimination",0,90,3.75,75,75,0,0.86,0.86,1
"Aggressive Elimination",0,90,3.75,75,75,1,0.86,1.71,3.01
"Aggressive Elimination",0,90,3.75,75,75,2,0.71,1.86,3.74
"Aggressive Elimination",0,90,3.75,75,75,3,0.43,1.57,3.01
"Aggressive Elimination",0,90,3.75,75,75,4,0.57,1.86,4.29
"Aggressive Elimination",0,90,3.75,75,75,5,0.43,1.86,4.86
"Aggressive Elimination",0,90,3.75,75,75,6,0.29,1.86,5.02
"Aggressive Elimination",0,90,3.75,75,75,7,0.14,1.86,4.15
"Aggressive Elimination",0,90,3.75,75,75,8,0.28,1.71,5.01
"Aggressive Elimination",0,90,3.75,75,75,9,0.28,1.64,4.86
"Aggressive Elimination",0,90,3.75,75,75,10,0.42,1.71,4.73
"Aggressive Elimination",0,90,3.75,75,75,11,0.14,1.57,4.71
"Aggressive Elimination",0,90,3.75,75,75,12,0.14,1.43,4.29
"Aggressive Elimination",0,90,3.75,75,75,13,0.14,1.29,4.01
"Aggressive Elimination",0,90,3.75,75,75,14,0.14,1.5,3.44
"Aggressive Elimination",0,90,3.75,75,75,15,0.14,1.29,4
"Aggressive Elimination",0,90,3.75,75,75,16,0,1.14,3.58
"Aggressive Elimination",0,90,3.75,75,75,17,0,1.14,3.57
"Aggressive Elimination",0,90,3.75,75,75,18,0,1.14,3.14
"Aggressive Elimination",0,90,3.75,75,75,19,0,1.14,3.45
"Aggressive Elimination",0,90,3.75,75,75,20,0,1.07,2.86
"Aggressive Elimination",0,90,3.75,75,75,21,0,0.93,2.57
"Aggressive Elimination",0,90,3.75,75,75,22,0,0.71,2.58
"Aggressive Elimination",0,90,3.75,75,75,23,0,0.64,2.44
"Aggressive Elimination",0,90,3.75,75,75,24,0,0.57,2.01
"Aggressive Elimination",0,90,3.75,75,75,25,0,0.5,2.43
"Aggressive Elimination",0,90,3.75,75,75,26,0,0.57,2.14
"Aggressive Elimination",0,90,3.75,75,75,27,0,0.86,2.29
"Aggressive Elimination",0,90,3.75,75,75,28,0,0.71,2.43
"Aggressive Elimination",0,90,3.75,75,75,29,0,0.86,2.44
"Aggressive Elimination",0,90,3.75,75,75,30,0,0.86,2.29
"Aggressive Elimination",0,90,3.75,75,75,31,0,0.86,2.71
"Aggressive Elimination",0,90,3.75,75,75,32,0.14,0.86,2.44
"Aggressive Elimination",0,90,3.75,75,75,33,0,0.93,2.59
"Aggressive Elimination",0,90,3.75,75,75,34,0,1,3.29
"Aggressive Elimination",0,90,3.75,75,75,35,0,0.86,2.58
"Aggressive Elimination",0,90,3.75,75,75,36,0.14,0.86,3
"Aggressive Elimination",0,90,3.75,75,75,37,0.14,0.71,2.58
"Aggressive Elimination",0,90,3.75,75,75,38,0,0.71,2.01
"Aggressive Elimination",0,90,3.75,75,75,39,0,0.71,2.31
"Aggressive Elimination",0,90,3.75,75,75,40,0.14,1.29,3.01
"Aggressive Elimination",0,90,3.75,75,75,41,0.14,1.43,3.57
"Aggressive Elimination",0,90,3.75,75,75,42,0.14,1.64,4.57
"Aggressive Elimination",0,90,3.75,75,75,43,0.28,1.71,4.29
"Aggressive Elimination",0,90,3.75,75,75,44,0.29,1.64,4.72
"Aggressive Elimination",0,90,3.75,75,75,45,0.43,1.86,4.43
"Aggressive Elimination",0,90,3.75,75,75,46,0.29,1.79,4.72
"Aggressive Elimination",0,90,3.75,75,75,47,0.41,1.71,4.16
"Aggressive Elimination",0,90,3.75,75,75,48,0.42,1.71,3.86
"Aggressive Elimination",0,90,3.75,75,75,49,0.29,1.86,3.73
"Aggressive Elimination",0,90,3.75,75,75,50,0.14,1.86,3.86
"Aggressive Elimination",0,90,3.75,75,75,51,0.29,1.86,4
"Aggressive Elimination",0,90,3.75,75,75,52,0.14,1.57,3.86
"Aggressive Elimination",0,90,3.75,75,90,0,0.86,0.86,1
"Aggressive Elimination",0,90,3.75,75,90,1,0.86,1.71,3.01
"Aggressive Elimination",0,90,3.75,75,90,2,0.71,1.86,3.74
"Aggressive Elimination",0,90,3.75,75,90,3,0.43,1.57,3.01
"Aggressive Elimination",0,90,3.75,75,90,4,0.57,1.86,4.29
"Aggressive Elimination",0,90,3.75,75,90,5,0.43,1.86,4.86
"Aggressive Elimination",0,90,3.75,75,90,6,0.29,1.86,5.02
"Aggressive Elimination",0,90,3.75,75,90,7,0.14,1.86,4.15
"Aggressive Elimination",0,90,3.75,75,90,8,0.28,1.71,5.01
"Aggressive Elimination",0,90,3.75,75,90,9,0.28,1.64,4.86
"Aggressive Elimination",0,90,3.75,75,90,10,0.42,1.71,4.73
"Aggressive Elimination",0,90,3.75,75,90,11,0.14,1.57,4.71
"Aggressive Elimination",0,90,3.75,75,90,12,0.14,1.43,4.29
"Aggressive Elimination",0,90,3.75,75,90,13,0.14,1.29,4.01
"Aggressive Elimination",0,90,3.75,75,90,14,0.14,1.5,3.44
"Aggressive Elimination",0,90,3.75,75,90,15,0.14,1.29,4
"Aggressive Elimination",0,90,3.75,75,90,16,0,1.14,3.58
"Aggressive Elimination",0,90,3.75,75,90,17,0.14,1.07,3.57
"Aggressive Elimination",0,90,3.75,75,90,18,0,1.07,3.16
"Aggressive Elimination",0,90,3.75,75,90,19,0,1,3.01
"Aggressive Elimination",0,90,3.75,75,90,20,0,1,2.86
"Aggressive Elimination",0,90,3.75,75,90,21,0,0.71,3.01
"Aggressive Elimination",0,90,3.75,75,90,22,0,0.86,2.57
"Aggressive Elimination",0,90,3.75,75,90,23,0,0.79,2.71
"Aggressive Elimination",0,90,3.75,75,90,24,0,0.71,2.14
"Aggressive Elimination",0,90,3.75,75,90,25,0,0.57,2.01
"Aggressive Elimination",0,90,3.75,75,90,26,0,0.64,2.14
"Aggressive Elimination",0,90,3.75,75,90,27,0,0.71,2.01
"Aggressive Elimination",0,90,3.75,75,90,28,0,0.71,1.86
"Aggressive Elimination",0,90,3.75,75,90,29,0,0.71,2
"Aggressive Elimination",0,90,3.75,75,90,30,0.14,0.86,2.16
"Aggressive Elimination",0,90,3.75,75,90,31,0,0.86,2.01
"Aggressive Elimination",0,90,3.75,75,90,32,0,0.71,2.16
"Aggressive Elimination",0,90,3.75,75,90,33,0,0.71,1.86
"Aggressive Elimination",0,90,3.75,75,90,34,0,0.57,1.87
"Aggressive Elimination",0,90,3.75,75,90,35,0,0.5,2.01
"Aggressive Elimination",0,90,3.75,75,90,36,0,0.57,2.16
"Aggressive Elimination",0,90,3.75,75,90,37,0,0.57,1.71
"Aggressive Elimination",0,90,3.75,75,90,38,0,0.57,1.86
"Aggressive Elimination",0,90,3.75,75,90,39,0,0.5,1.72
"Aggressive Elimination",0,90,3.75,75,90,40,0.14,1,2.72
"Aggressive Elimination",0,90,3.75,75,90,41,0.14,1.29,2.86
"Aggressive Elimination",0,90,3.75,75,90,42,0.28,1.29,3.43
"Aggressive Elimination",0,90,3.75,75,90,43,0.14,1.29,3.72
"Aggressive Elimination",0,90,3.75,75,90,44,0.29,1.43,3.44
"Aggressive Elimination",0,90,3.75,75,90,45,0.14,1.43,3.57
"Aggressive Elimination",0,90,3.75,75,90,46,0.14,1.29,3.86
"Aggressive Elimination",0,90,3.75,75,90,47,0.14,1.29,3.29
"Aggressive Elimination",0,90,3.75,75,90,48,0.14,1.43,3
"Aggressive Elimination",0,90,3.75,75,90,49,0.14,1.29,3.16
"Aggressive Elimination",0,90,3.75,75,90,50,0.14,1.14,3
"Aggressive Elimination",0,90,3.75,75,90,51,0.14,1,2.86
"Aggressive Elimination",0,90,3.75,75,90,52,0.14,0.93,2.87
"Aggressive Elimination",0,75,3.75,75,90,0,0.86,0.86,1
"Aggressive Elimination",0,75,3.75,75,90,1,0.86,1.71,3.01
"Aggressive Elimination",0,75,3.75,75,90,2,0.71,1.86,3.74
"Aggressive Elimination",0,75,3.75,75,90,3,0.43,1.57,3.01
"Aggressive Elimination",0,75,3.75,75,90,4,0.57,1.86,4.29
"Aggressive Elimination",0,75,3.75,75,90,5,0.56,1.86,4.86
"Aggressive Elimination",0,75,3.75,75,90,6,0.29,1.79,5.03
"Aggressive Elimination",0,75,3.75,75,90,7,0.28,1.93,4.71
"Aggressive Elimination",0,75,3.75,75,90,8,0.42,1.79,4.45
"Aggressive Elimination",0,75,3.75,75,90,9,0.14,1.71,4.71
"Aggressive Elimination",0,75,3.75,75,90,10,0.28,1.57,4.3
"Aggressive Elimination",0,75,3.75,75,90,11,0.28,1.57,4.01
"Aggressive Elimination",0,75,3.75,75,90,12,0,1.43,3.73
"Aggressive Elimination",0,75,3.75,75,90,13,0,1.5,4.29
"Aggressive Elimination",0,75,3.75,75,90,14,0,1.29,4.29
"Aggressive Elimination",0,75,3.75,75,90,15,0.14,1.43,3.44
"Aggressive Elimination",0,75,3.75,75,90,16,0,1.43,4.01
"Aggressive Elimination",0,75,3.75,75,90,17,0,1.14,3.44
"Aggressive Elimination",0,75,3.75,75,90,18,0,1,3.02
"Aggressive Elimination",0,75,3.75,75,90,19,0,1,3.15
"Aggressive Elimination",0,75,3.75,75,90,20,0,1,2.86
"Aggressive Elimination",0,75,3.75,75,90,21,0,0.71,3.29
"Aggressive Elimination",0,75,3.75,75,90,22,0,0.86,2.86
"Aggressive Elimination",0,75,3.75,75,90,23,0,0.57,2.58
"Aggressive Elimination",0,75,3.75,75,90,24,0,0.71,2.72
"Aggressive Elimination",0,75,3.75,75,90,25,0,0.57,2.29
"Aggressive Elimination",0,75,3.75,75,90,26,0,0.71,2.58
"Aggressive Elimination",0,75,3.75,75,90,27,0,0.71,2.44
"Aggressive Elimination",0,75,3.75,75,90,28,0,0.86,2.58
"Aggressive Elimination",0,75,3.75,75,90,29,0,0.86,2.16
"Aggressive Elimination",0,75,3.75,75,90,30,0,0.86,2.29
"Aggressive Elimination",0,75,3.75,75,90,31,0,1,2.44
"Aggressive Elimination",0,75,3.75,75,90,32,0,0.86,2.59
"Aggressive Elimination",0,75,3.75,75,90,33,0,1,2.72
"Aggressive Elimination",0,75,3.75,75,90,34,0,1,2.57
"Aggressive Elimination",0,75,3.75,75,90,35,0,0.86,2.29
"Aggressive Elimination",0,75,3.75,75,90,36,0,0.86,2.73
"Aggressive Elimination",0,75,3.75,75,90,37,0,0.86,3.01
"Aggressive Elimination",0,75,3.75,75,90,38,0,0.86,1.86
"Aggressive Elimination",0,75,3.75,75,90,39,0.14,0.86,2.43
"Aggressive Elimination",0,75,3.75,75,90,40,0.14,1.29,3.15
"Aggressive Elimination",0,75,3.75,75,90,41,0.14,1.71,3.59
"Aggressive Elimination",0,75,3.75,75,90,42,0.28,1.71,3.86
"Aggressive Elimination",0,75,3.75,75,90,43,0.28,1.57,4.73
"Aggressive Elimination",0,75,3.75,75,90,44,0.29,1.86,4.86
"Aggressive Elimination",0,75,3.75,75,90,45,0.29,1.64,4.86
"Aggressive Elimination",0,75,3.75,75,90,46,0.14,1.86,4.45
"Aggressive Elimination",0,75,3.75,75,90,47,0.14,1.57,4.43
"Aggressive Elimination",0,75,3.75,75,90,48,0.29,1.43,4.29
"Aggressive Elimination",0,75,3.75,75,90,49,0.28,1.71,4.29
"Aggressive Elimination",0,75,3.75,75,90,50,0.14,1.57,3.74
"Aggressive Elimination",0,75,3.75,75,90,51,0.14,1.57,3.59
"Aggressive Elimination",0,75,3.75,75,90,52,0.29,1.29,3.29
"Aggressive Elimination",0,60,3.75,75,90,0,0.86,0.86,1
"Aggressive Elimination",0,60,3.75,75,90,1,0.86,1.71,3.01
"Aggressive Elimination",0,60,3.75,75,90,2,0.71,1.86,3.74
"Aggressive Elimination",0,60,3.75,75,90,3,0.43,1.57,3.01
"Aggressive Elimination",0,60,3.75,75,90,4,0.56,1.86,4.29
"Aggressive Elimination",0,60,3.75,75,90,5,0.56,2,4.44
"Aggressive Elimination",0,60,3.75,75,90,6,0.43,2,4.29
"Aggressive Elimination",0,60,3.75,75,90,7,0.42,2,4.02
"Aggressive Elimination",0,60,3.75,75,90,8,0.43,1.86,5
"Aggressive Elimination",0,60,3.75,75,90,9,0.41,1.86,4.86
"Aggressive Elimination",0,60,3.75,75,90,10,0.14,1.79,4.74
"Aggressive Elimination",0,60,3.75,75,90,11,0.29,1.57,5.74
"Aggressive Elimination",0,60,3.75,75,90,12,0.14,1.64,4.43
"Aggressive Elimination",0,60,3.75,75,90,13,0.14,1.57,4.88
"Aggressive Elimination",0,60,3.75,75,90,14,0.14,1.71,4.58
"Aggressive Elimination",0,60,3.75,75,90,15,0.14,1.43,4.29
"Aggressive Elimination",0,60,3.75,75,90,16,0.28,1.43,4.44
"Aggressive Elimination",0,60,3.75,75,90,17,0.14,1.57,4.89
"Aggressive Elimination",0,60,3.75,75,90,18,0.14,1.5,5.44
"Aggressive Elimination",0,60,3.75,75,90,19,0,1.29,4.71
"Aggressive Elimination",0,60,3.75,75,90,20,0,1.29,4.45
"Aggressive Elimination",0,60,3.75,75,90,21,0,1.14,4.3
"Aggressive Elimination",0,60,3.75,75,90,22,0,1.14,3.86
"Aggressive Elimination",0,60,3.75,75,90,23,0,1,3.45
"Aggressive Elimination",0,60,3.75,75,90,24,0,1,3.46
"Aggressive Elimination",0,60,3.75,75,90,25,0,1,3.29
"Aggressive Elimination",0,60,3.75,75,90,26,0,1,3.01
"Aggressive Elimination",0,60,3.75,75,90,27,0,1,3.29
"Aggressive Elimination",0,60,3.75,75,90,28,0,1.14,3.29
"Aggressive Elimination",0,60,3.75,75,90,29,0,1.29,3.29
"Aggressive Elimination",0,60,3.75,75,90,30,0,1.21,3.01
"Aggressive Elimination",0,60,3.75,75,90,31,0,1.14,3.43
"Aggressive Elimination",0,60,3.75,75,90,32,0.14,1.14,3.16
"Aggressive Elimination",0,60,3.75,75,90,33,0.14,1.14,3.45
"Aggressive Elimination",0,60,3.75,75,90,34,0,1.07,3.44
"Aggressive Elimination",0,60,3.75,75,90,35,0,1.14,3.01
"Aggressive Elimination",0,60,3.75,75,90,36,0,1.14,2.44
"Aggressive Elimination",0,60,3.75,75,90,37,0.14,1.14,2.72
"Aggressive Elimination",0,60,3.75,75,90,38,0.14,0.93,2.43
"Aggressive Elimination",0,60,3.75,75,90,39,0,1,2.73
"Aggressive Elimination",0,60,3.75,75,90,40,0.29,1.43,3
"Aggressive Elimination",0,60,3.75,75,90,41,0.42,1.79,3.9
"Aggressive Elimination",0,60,3.75,75,90,42,0.56,2.07,4.6
"Aggressive Elimination",0,60,3.75,75,90,43,0.29,2.07,5.16
"Aggressive Elimination",0,60,3.75,75,90,44,0.29,2.14,5.15
"Aggressive Elimination",0,60,3.75,75,90,45,0.29,2.36,5.86
"Aggressive Elimination",0,60,3.75,75,90,46,0.42,2.29,5.29
"Aggressive Elimination",0,60,3.75,75,90,47,0.43,2,5.16
"Aggressive Elimination",0,60,3.75,75,90,48,0.56,2,4.59
"Aggressive Elimination",0,60,3.75,75,90,49,0.14,2.29,4.58
"Aggressive Elimination",0,60,3.75,75,90,50,0.29,2.14,5.01
"Aggressive Elimination",0,60,3.75,75,90,51,0.42,2.14,5
"Aggressive Elimination",0,60,3.75,75,90,52,0.28,1.71,4.58
"Aggressive Elimination",0,60,3.75,90,50,0,0.86,0.86,1
"Aggressive Elimination",0,60,3.75,90,50,1,0.86,1.71,3.01
"Aggressive Elimination",0,60,3.75,90,50,2,0.71,1.86,3.74
