day,R0,Policy,VacUptake,Kids,IncurRate,TracePower,days_in_month,stage,stage_prop
Jun (2022),8.0,ME_TS_LS,0.8,Yes,0.2,ass50_70at5,30,3,66.67
Jun (2022),8.0,ME_TS_LS,0.8,No,25.0,ass100_90at5,30,3,30.0
Jun (2022),8.0,ME_TS_LS,0.8,No,25.0,ass100_90at5_iso,30,3,53.33
Jun (2022),8.0,ME_TS_LS,0.8,No,25.0,ass100_90at5_iso,30,4,46.67
Jun (2022),8.0,ME_TS_LS,0.8,No,25.0,ass200_90at5,30,3,26.67
Jun (2022),8.0,ME_TS_LS,0.8,No,25.0,ass200_90at5,30,4,73.33
Jun (2022),8.0,ME_TS_LS,0.8,No,25.0,ass50_70at5,30,3,33.33
Jun (2022),8.0,ME_TS_LS,0.8,No,25.0,ass50_70at5,30,4,66.67
Jun (2022),8.0,ME_TS_LS,0.8,Yes,0.2,ass100_90at5,30,2,80.0
Jun (2022),8.0,ME_TS_LS,0.8,Yes,0.2,ass100_90at5,30,3,20.0
Jun (2022),8.0,ME_TS_LS,0.8,Yes,0.2,ass100_90at5_iso,30,1,100.0
Jun (2022),8.0,ME_TS_LS,0.8,Yes,0.2,ass200_90at5,30,1,33.33
Jun (2022),8.0,ME_TS_LS,0.8,Yes,0.2,ass200_90at5,30,1b,23.33
Jun (2022),8.0,ME_TS_LS,0.8,Yes,0.2,ass200_90at5,30,2,43.33
Jun (2022),8.0,ME_TS_LS,0.8,No,25.0,ass100_90at5,30,4,70.0
Jun (2022),8.0,ME_TS_BS,0.7,Yes,25.0,ass200_90at5,30,2,30.0
Jun (2022),8.0,ME_TS_LS,0.7,No,5.0,ass100_90at5_iso,30,3,36.67
Jun (2022),8.0,ME_TS_BS,0.7,Yes,25.0,ass100_90at5_iso,30,3,50.0
Jun (2022),6.5,ME_TS_LS,0.95,No,0.2,ass50_70at5,30,1b,60.0
Jun (2022),6.5,ME_TS_LS,0.95,No,0.2,ass50_70at5,30,2,30.0
Jun (2022),6.5,ME_TS_LS,0.95,No,1.0,ass100_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.95,No,1.0,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.95,No,1.0,ass200_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.95,No,1.0,ass50_70at5,30,2,60.0
Jun (2022),6.5,ME_TS_LS,0.95,No,1.0,ass50_70at5,30,3,40.0
Jun (2022),6.5,ME_TS_LS,0.95,No,5.0,ass100_90at5,30,1b,43.33
Jun (2022),6.5,ME_TS_LS,0.95,No,5.0,ass100_90at5,30,2,56.67
Jun (2022),6.5,ME_TS_LS,0.95,No,5.0,ass100_90at5_iso,30,1b,60.0
Jun (2022),6.5,ME_TS_LS,0.95,No,5.0,ass100_90at5_iso,30,2,40.0
Jun (2022),6.5,ME_TS_LS,0.95,No,5.0,ass200_90at5,30,1b,36.67
Jun (2022),6.5,ME_TS_LS,0.95,No,0.2,ass50_70at5,30,1,10.0
Jun (2022),6.5,ME_TS_LS,0.95,No,5.0,ass200_90at5,30,2,63.33
Jun (2022),6.5,ME_TS_LS,0.95,No,5.0,ass50_70at5,30,2,56.67
Jun (2022),6.5,ME_TS_LS,0.95,No,5.0,ass50_70at5,30,3,20.0
Jun (2022),6.5,ME_TS_LS,0.95,No,25.0,ass100_90at5,30,2,73.33
Jun (2022),6.5,ME_TS_LS,0.95,No,25.0,ass100_90at5,30,3,26.67
Jun (2022),6.5,ME_TS_LS,0.95,No,25.0,ass100_90at5_iso,30,1b,56.67
Jun (2022),6.5,ME_TS_LS,0.95,No,25.0,ass100_90at5_iso,30,2,43.33
Jun (2022),6.5,ME_TS_LS,0.95,No,25.0,ass200_90at5,30,2,73.33
Jun (2022),6.5,ME_TS_LS,0.95,No,25.0,ass200_90at5,30,3,26.67
Jun (2022),6.5,ME_TS_LS,0.95,No,25.0,ass50_70at5,30,2,70.0
Jun (2022),6.5,ME_TS_LS,0.95,No,25.0,ass50_70at5,30,3,30.0
Jun (2022),6.5,ME_TS_LS,0.95,Yes,0.2,ass100_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.95,Yes,0.2,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.95,No,5.0,ass50_70at5,30,1b,23.33
Jun (2022),6.5,ME_TS_LS,0.95,Yes,0.2,ass200_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.95,No,0.2,ass200_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.95,No,0.2,ass100_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.9,No,25.0,ass50_70at5,30,3,53.33
Jun (2022),6.5,ME_TS_LS,0.9,Yes,0.2,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,0.2,ass200_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,0.2,ass50_70at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,1.0,ass100_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,1.0,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,1.0,ass200_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,1.0,ass50_70at5,30,1b,26.67
Jun (2022),6.5,ME_TS_LS,0.9,Yes,1.0,ass50_70at5,30,2,73.33
Jun (2022),6.5,ME_TS_LS,0.9,Yes,5.0,ass100_90at5,30,1,3.33
Jun (2022),6.5,ME_TS_LS,0.9,Yes,5.0,ass100_90at5,30,1b,73.33
Jun (2022),6.5,ME_TS_LS,0.9,Yes,5.0,ass100_90at5,30,2,23.33
Jun (2022),6.5,ME_TS_LS,0.95,No,0.2,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,5.0,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,5.0,ass200_90at5,30,1b,53.33
Jun (2022),6.5,ME_TS_LS,0.9,Yes,5.0,ass50_70at5,30,1b,36.67
Jun (2022),6.5,ME_TS_LS,0.9,Yes,5.0,ass50_70at5,30,2,60.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,5.0,ass50_70at5,30,3,3.33
Jun (2022),6.5,ME_TS_LS,0.9,Yes,25.0,ass100_90at5,30,1b,50.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,25.0,ass100_90at5,30,2,50.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,25.0,ass100_90at5_iso,30,1b,93.33
Jun (2022),6.5,ME_TS_LS,0.9,Yes,25.0,ass100_90at5_iso,30,2,6.67
Jun (2022),6.5,ME_TS_LS,0.9,Yes,25.0,ass200_90at5,30,1b,46.67
Jun (2022),6.5,ME_TS_LS,0.9,Yes,25.0,ass200_90at5,30,2,53.33
Jun (2022),6.5,ME_TS_LS,0.9,Yes,25.0,ass50_70at5,30,1b,50.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,25.0,ass50_70at5,30,2,50.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,5.0,ass200_90at5,30,1,46.67
Jun (2022),6.5,ME_TS_LS,0.9,No,25.0,ass50_70at5,30,2,46.67
Jun (2022),6.5,ME_TS_LS,0.95,Yes,0.2,ass50_70at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.95,Yes,1.0,ass100_90at5_iso,30,1,100.0
Jun (2022),8.0,ME_ME_TS,0.7,No,1.0,ass100_90at5_iso,30,2,53.33
Jun (2022),8.0,ME_ME_TS,0.7,No,1.0,ass200_90at5,30,1b,40.0
Jun (2022),8.0,ME_ME_TS,0.7,No,1.0,ass200_90at5,30,2,60.0
Jun (2022),8.0,ME_ME_TS,0.7,No,1.0,ass50_70at5,30,2,86.67
Jun (2022),8.0,ME_ME_TS,0.7,No,1.0,ass50_70at5,30,3,13.33
Jun (2022),8.0,ME_ME_TS,0.7,No,5.0,ass100_90at5,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.7,No,5.0,ass100_90at5_iso,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.7,No,5.0,ass200_90at5,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.7,No,5.0,ass50_70at5,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.7,No,25.0,ass100_90at5,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.7,No,25.0,ass100_90at5_iso,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.7,No,25.0,ass200_90at5,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.7,No,1.0,ass100_90at5_iso,30,1b,46.67
Jun (2022),8.0,ME_ME_TS,0.7,No,25.0,ass50_70at5,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.7,Yes,0.2,ass100_90at5,30,2,56.67
Jun (2022),8.0,ME_ME_TS,0.7,Yes,0.2,ass100_90at5,30,3,40.0
Jun (2022),8.0,ME_ME_TS,0.7,Yes,0.2,ass100_90at5_iso,30,2,100.0
Jun (2022),8.0,ME_ME_TS,0.7,Yes,0.2,ass200_90at5,30,2,53.33
Jun (2022),8.0,ME_ME_TS,0.7,Yes,0.2,ass200_90at5,30,3,46.67
Jun (2022),8.0,ME_ME_TS,0.7,Yes,0.2,ass50_70at5,30,1b,50.0
Jun (2022),8.0,ME_ME_TS,0.7,Yes,0.2,ass50_70at5,30,2,50.0
Jun (2022),8.0,ME_ME_TS,0.7,Yes,1.0,ass100_90at5,30,1b,60.0
Jun (2022),8.0,ME_ME_TS,0.7,Yes,1.0,ass100_90at5,30,2,40.0
Jun (2022),8.0,ME_ME_TS,0.7,Yes,1.0,ass100_90at5_iso,30,1b,46.67
Jun (2022),8.0,ME_ME_TS,0.7,Yes,1.0,ass100_90at5_iso,30,2,53.33
Jun (2022),8.0,ME_ME_TS,0.7,Yes,1.0,ass200_90at5,30,1b,53.33
Jun (2022),8.0,ME_ME_TS,0.7,Yes,0.2,ass100_90at5,30,1b,3.33
Jun (2022),6.5,ME_TS_LS,0.95,Yes,1.0,ass100_90at5,30,1,100.0
Jun (2022),8.0,ME_ME_TS,0.7,No,1.0,ass100_90at5,30,2,70.0
Jun (2022),8.0,ME_ME_TS,0.7,No,0.2,ass50_70at5,30,3,30.0
Jun (2022),6.5,ME_TS_LS,0.95,Yes,1.0,ass200_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.95,Yes,1.0,ass50_70at5,30,1,66.67
Jun (2022),6.5,ME_TS_LS,0.95,Yes,1.0,ass50_70at5,30,1b,33.33
Jun (2022),6.5,ME_TS_LS,0.95,Yes,5.0,ass100_90at5,30,1,63.33
Jun (2022),6.5,ME_TS_LS,0.95,Yes,5.0,ass100_90at5,30,1b,36.67
Jun (2022),6.5,ME_TS_LS,0.95,Yes,5.0,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.95,Yes,5.0,ass200_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.95,Yes,5.0,ass50_70at5,30,1,6.67
Jun (2022),6.5,ME_TS_LS,0.95,Yes,5.0,ass50_70at5,30,1b,53.33
Jun (2022),6.5,ME_TS_LS,0.95,Yes,5.0,ass50_70at5,30,2,40.0
Jun (2022),6.5,ME_TS_LS,0.95,Yes,25.0,ass100_90at5,30,1b,93.33
Jun (2022),6.5,ME_TS_LS,0.95,Yes,25.0,ass100_90at5,30,2,6.67
Jun (2022),8.0,ME_ME_TS,0.7,No,1.0,ass100_90at5,30,1b,30.0
Jun (2022),6.5,ME_TS_LS,0.95,Yes,25.0,ass100_90at5_iso,30,1,13.33
Jun (2022),6.5,ME_TS_LS,0.95,Yes,25.0,ass200_90at5,30,1b,100.0
Jun (2022),6.5,ME_TS_LS,0.95,Yes,25.0,ass50_70at5,30,1b,90.0
Jun (2022),6.5,ME_TS_LS,0.95,Yes,25.0,ass50_70at5,30,2,10.0
Jun (2022),8.0,ME_ME_TS,0.7,No,0.2,ass100_90at5,30,1b,13.33
Jun (2022),8.0,ME_ME_TS,0.7,No,0.2,ass100_90at5,30,2,60.0
Jun (2022),8.0,ME_ME_TS,0.7,No,0.2,ass100_90at5,30,3,26.67
Jun (2022),8.0,ME_ME_TS,0.7,No,0.2,ass100_90at5_iso,30,2,50.0
Jun (2022),8.0,ME_ME_TS,0.7,No,0.2,ass100_90at5_iso,30,3,50.0
Jun (2022),8.0,ME_ME_TS,0.7,No,0.2,ass200_90at5,30,1b,23.33
Jun (2022),8.0,ME_ME_TS,0.7,No,0.2,ass200_90at5,30,2,50.0
Jun (2022),8.0,ME_ME_TS,0.7,No,0.2,ass200_90at5,30,3,26.67
Jun (2022),8.0,ME_ME_TS,0.7,No,0.2,ass50_70at5,30,2,70.0
Jun (2022),6.5,ME_TS_LS,0.95,Yes,25.0,ass100_90at5_iso,30,1b,86.67
Jun (2022),8.0,ME_ME_TS,0.7,Yes,1.0,ass200_90at5,30,2,46.67
Jun (2022),6.5,ME_TS_LS,0.9,No,25.0,ass200_90at5,30,3,26.67
Jun (2022),6.5,ME_TS_LS,0.9,No,25.0,ass100_90at5_iso,30,2,100.0
Jun (2022),6.5,ME_TS_LS,0.7,Yes,25.0,ass50_70at5,30,4,3.33
Jun (2022),6.5,ME_TS_LS,0.8,No,0.2,ass100_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.8,No,0.2,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.8,No,0.2,ass200_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.8,No,0.2,ass50_70at5,30,3,100.0
Jun (2022),6.5,ME_TS_LS,0.8,No,1.0,ass100_90at5,30,2,40.0
Jun (2022),6.5,ME_TS_LS,0.8,No,1.0,ass100_90at5,30,3,60.0
Jun (2022),6.5,ME_TS_LS,0.8,No,1.0,ass100_90at5_iso,30,1,60.0
Jun (2022),6.5,ME_TS_LS,0.8,No,1.0,ass100_90at5_iso,30,1b,40.0
Jun (2022),6.5,ME_TS_LS,0.8,No,1.0,ass200_90at5,30,2,100.0
Jun (2022),6.5,ME_TS_LS,0.8,No,1.0,ass50_70at5,30,2,23.33
Jun (2022),6.5,ME_TS_LS,0.8,No,1.0,ass50_70at5,30,3,70.0
Jun (2022),6.5,ME_TS_LS,0.7,Yes,25.0,ass50_70at5,30,3,86.67
Jun (2022),6.5,ME_TS_LS,0.8,No,1.0,ass50_70at5,30,4,6.67
Jun (2022),6.5,ME_TS_LS,0.8,No,5.0,ass100_90at5,30,2,56.67
Jun (2022),6.5,ME_TS_LS,0.8,No,5.0,ass100_90at5,30,3,16.67
Jun (2022),6.5,ME_TS_LS,0.8,No,5.0,ass100_90at5_iso,30,1b,23.33
Jun (2022),6.5,ME_TS_LS,0.8,No,5.0,ass100_90at5_iso,30,2,70.0
Jun (2022),6.5,ME_TS_LS,0.8,No,5.0,ass100_90at5_iso,30,3,6.67
Jun (2022),6.5,ME_TS_LS,0.8,No,5.0,ass200_90at5,30,1b,40.0
Jun (2022),6.5,ME_TS_LS,0.8,No,5.0,ass200_90at5,30,2,56.67
Jun (2022),6.5,ME_TS_LS,0.8,No,5.0,ass200_90at5,30,3,3.33
Jun (2022),6.5,ME_TS_LS,0.8,No,5.0,ass50_70at5,30,1b,33.33
Jun (2022),6.5,ME_TS_LS,0.8,No,5.0,ass50_70at5,30,2,46.67
Jun (2022),6.5,ME_TS_LS,0.8,No,5.0,ass50_70at5,30,3,20.0
Jun (2022),6.5,ME_TS_LS,0.8,No,25.0,ass100_90at5,30,2,23.33
Jun (2022),6.5,ME_TS_LS,0.8,No,5.0,ass100_90at5,30,1b,26.67
Jun (2022),6.5,ME_TS_LS,0.8,No,25.0,ass100_90at5,30,3,76.67
Jun (2022),6.5,ME_TS_LS,0.7,Yes,25.0,ass50_70at5,30,2,10.0
Jun (2022),6.5,ME_TS_LS,0.7,Yes,25.0,ass200_90at5,30,2,23.33
Jun (2022),8.0,ME_TS_BS,0.7,Yes,25.0,ass100_90at5_iso,30,4,16.67
Jun (2022),6.5,ME_TS_LS,0.7,Yes,0.2,ass100_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.7,Yes,0.2,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.7,Yes,0.2,ass200_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.7,Yes,0.2,ass50_70at5,30,2,3.33
Jun (2022),6.5,ME_TS_LS,0.7,Yes,0.2,ass50_70at5,30,3,96.67
Jun (2022),6.5,ME_TS_LS,0.7,Yes,1.0,ass100_90at5,30,2,56.67
Jun (2022),6.5,ME_TS_LS,0.7,Yes,1.0,ass100_90at5,30,3,43.33
Jun (2022),6.5,ME_TS_LS,0.7,Yes,1.0,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.7,Yes,1.0,ass200_90at5,30,2,100.0
Jun (2022),6.5,ME_TS_LS,0.7,Yes,1.0,ass50_70at5,30,2,40.0
Jun (2022),6.5,ME_TS_LS,0.7,Yes,1.0,ass50_70at5,30,3,60.0
Jun (2022),6.5,ME_TS_LS,0.7,Yes,25.0,ass200_90at5,30,3,76.67
Jun (2022),6.5,ME_TS_LS,0.7,Yes,5.0,ass100_90at5,30,1b,33.33
Jun (2022),6.5,ME_TS_LS,0.7,Yes,5.0,ass100_90at5,30,3,13.33
Jun (2022),6.5,ME_TS_LS,0.7,Yes,5.0,ass100_90at5_iso,30,2,53.33
Jun (2022),6.5,ME_TS_LS,0.7,Yes,5.0,ass100_90at5_iso,30,3,46.67
Jun (2022),6.5,ME_TS_LS,0.7,Yes,5.0,ass200_90at5,30,1b,40.0
Jun (2022),6.5,ME_TS_LS,0.7,Yes,5.0,ass200_90at5,30,2,53.33
Jun (2022),6.5,ME_TS_LS,0.7,Yes,5.0,ass200_90at5,30,3,6.67
Jun (2022),6.5,ME_TS_LS,0.7,Yes,5.0,ass50_70at5,30,1b,30.0
Jun (2022),6.5,ME_TS_LS,0.7,Yes,5.0,ass50_70at5,30,2,46.67
Jun (2022),6.5,ME_TS_LS,0.7,Yes,5.0,ass50_70at5,30,3,23.33
Jun (2022),6.5,ME_TS_LS,0.7,Yes,25.0,ass100_90at5,30,3,100.0
Jun (2022),6.5,ME_TS_LS,0.7,Yes,25.0,ass100_90at5_iso,30,2,86.67
Jun (2022),6.5,ME_TS_LS,0.7,Yes,25.0,ass100_90at5_iso,30,3,13.33
Jun (2022),6.5,ME_TS_LS,0.7,Yes,5.0,ass100_90at5,30,2,53.33
Jun (2022),6.5,ME_TS_LS,0.9,No,25.0,ass200_90at5,30,2,73.33
Jun (2022),6.5,ME_TS_LS,0.8,No,25.0,ass100_90at5_iso,30,2,70.0
Jun (2022),6.5,ME_TS_LS,0.8,No,25.0,ass200_90at5,30,2,16.67
Jun (2022),6.5,ME_TS_LS,0.8,Yes,25.0,ass50_70at5,30,2,53.33
Jun (2022),6.5,ME_TS_LS,0.8,Yes,25.0,ass50_70at5,30,3,46.67
Jun (2022),6.5,ME_TS_LS,0.9,No,0.2,ass100_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.9,No,0.2,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.9,No,0.2,ass200_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.9,No,0.2,ass50_70at5,30,1b,46.67
Jun (2022),6.5,ME_TS_LS,0.9,No,0.2,ass50_70at5,30,2,53.33
Jun (2022),6.5,ME_TS_LS,0.9,No,1.0,ass100_90at5,30,1b,23.33
Jun (2022),6.5,ME_TS_LS,0.9,No,1.0,ass100_90at5,30,2,76.67
Jun (2022),6.5,ME_TS_LS,0.9,No,1.0,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.9,No,1.0,ass200_90at5,30,1,43.33
Jun (2022),6.5,ME_TS_LS,0.9,No,1.0,ass200_90at5,30,1b,56.67
Jun (2022),6.5,ME_TS_LS,0.8,Yes,25.0,ass200_90at5,30,3,26.67
Jun (2022),6.5,ME_TS_LS,0.9,No,1.0,ass50_70at5,30,2,30.0
Jun (2022),6.5,ME_TS_LS,0.9,No,5.0,ass100_90at5,30,1b,36.67
Jun (2022),6.5,ME_TS_LS,0.9,No,5.0,ass100_90at5,30,2,56.67
Jun (2022),6.5,ME_TS_LS,0.9,No,5.0,ass100_90at5,30,3,6.67
Jun (2022),6.5,ME_TS_LS,0.9,No,5.0,ass100_90at5_iso,30,1b,10.0
Jun (2022),6.5,ME_TS_LS,0.9,No,5.0,ass100_90at5_iso,30,2,90.0
Jun (2022),6.5,ME_TS_LS,0.9,No,5.0,ass200_90at5,30,1b,46.67
Jun (2022),6.5,ME_TS_LS,0.9,No,5.0,ass200_90at5,30,2,53.33
Jun (2022),6.5,ME_TS_LS,0.9,No,5.0,ass50_70at5,30,1b,40.0
Jun (2022),6.5,ME_TS_LS,0.9,No,5.0,ass50_70at5,30,2,50.0
Jun (2022),6.5,ME_TS_LS,0.9,No,5.0,ass50_70at5,30,3,10.0
Jun (2022),6.5,ME_TS_LS,0.9,No,25.0,ass100_90at5,30,2,33.33
Jun (2022),6.5,ME_TS_LS,0.9,No,25.0,ass100_90at5,30,3,66.67
Jun (2022),6.5,ME_TS_LS,0.9,No,1.0,ass50_70at5,30,3,70.0
Jun (2022),6.5,ME_TS_LS,0.8,No,25.0,ass100_90at5_iso,30,3,30.0
Jun (2022),6.5,ME_TS_LS,0.8,Yes,25.0,ass200_90at5,30,2,73.33
Jun (2022),6.5,ME_TS_LS,0.8,Yes,25.0,ass100_90at5_iso,30,1b,3.33
Jun (2022),6.5,ME_TS_LS,0.8,No,25.0,ass200_90at5,30,3,60.0
Jun (2022),6.5,ME_TS_LS,0.8,No,25.0,ass200_90at5,30,4,23.33
Jun (2022),6.5,ME_TS_LS,0.8,No,25.0,ass50_70at5,30,2,16.67
Jun (2022),6.5,ME_TS_LS,0.8,No,25.0,ass50_70at5,30,3,83.33
Jun (2022),6.5,ME_TS_LS,0.8,Yes,0.2,ass100_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.8,Yes,0.2,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.8,Yes,0.2,ass200_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.8,Yes,0.2,ass50_70at5,30,1,10.0
Jun (2022),6.5,ME_TS_LS,0.8,Yes,0.2,ass50_70at5,30,1b,76.67
Jun (2022),6.5,ME_TS_LS,0.8,Yes,0.2,ass50_70at5,30,2,13.33
Jun (2022),6.5,ME_TS_LS,0.8,Yes,1.0,ass100_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.8,Yes,1.0,ass100_90at5_iso,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.8,Yes,25.0,ass100_90at5_iso,30,2,96.67
Jun (2022),6.5,ME_TS_LS,0.8,Yes,1.0,ass200_90at5,30,1,100.0
Jun (2022),6.5,ME_TS_LS,0.8,Yes,1.0,ass50_70at5,30,3,63.33
Jun (2022),6.5,ME_TS_LS,0.8,Yes,5.0,ass100_90at5,30,1b,13.33
Jun (2022),6.5,ME_TS_LS,0.8,Yes,5.0,ass100_90at5,30,2,70.0
Jun (2022),6.5,ME_TS_LS,0.8,Yes,5.0,ass100_90at5,30,3,16.67
Jun (2022),6.5,ME_TS_LS,0.8,Yes,5.0,ass100_90at5_iso,30,1b,100.0
Jun (2022),6.5,ME_TS_LS,0.8,Yes,5.0,ass200_90at5,30,1b,46.67
Jun (2022),6.5,ME_TS_LS,0.8,Yes,5.0,ass200_90at5,30,2,53.33
Jun (2022),6.5,ME_TS_LS,0.8,Yes,5.0,ass50_70at5,30,1b,30.0
Jun (2022),6.5,ME_TS_LS,0.8,Yes,5.0,ass50_70at5,30,2,50.0
Jun (2022),6.5,ME_TS_LS,0.8,Yes,5.0,ass50_70at5,30,3,20.0
Jun (2022),6.5,ME_TS_LS,0.8,Yes,25.0,ass100_90at5,30,2,56.67
Jun (2022),6.5,ME_TS_LS,0.8,Yes,25.0,ass100_90at5,30,3,43.33
Jun (2022),6.5,ME_TS_LS,0.8,Yes,1.0,ass50_70at5,30,2,36.67
Jun (2022),8.0,ME_ME_TS,0.7,Yes,1.0,ass50_70at5,30,1b,50.0
Jun (2022),6.5,ME_TS_LS,0.9,Yes,0.2,ass100_90at5,30,1,100.0
Jun (2022),8.0,ME_TS_BS,0.7,Yes,25.0,ass100_90at5,30,4,10.0
Jun (2022),8.0,ME_ME_TS,0.95,No,25.0,ass50_70at5,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,0.2,ass100_90at5,30,1,100.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,0.2,ass100_90at5_iso,30,1,100.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,0.2,ass200_90at5,30,1,100.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,0.2,ass50_70at5,30,1b,43.33
Jun (2022),8.0,ME_ME_TS,0.95,Yes,0.2,ass50_70at5,30,2,56.67
Jun (2022),8.0,ME_ME_TS,0.95,Yes,1.0,ass100_90at5,30,1b,90.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,1.0,ass100_90at5,30,2,10.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,1.0,ass100_90at5_iso,30,1,100.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,1.0,ass200_90at5,30,1,40.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,1.0,ass200_90at5,30,1b,60.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,1.0,ass50_70at5,30,1,3.33
Jun (2022),8.0,ME_ME_TS,0.95,No,25.0,ass200_90at5,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,1.0,ass50_70at5,30,1b,70.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,5.0,ass100_90at5,30,2,73.33
Jun (2022),8.0,ME_ME_TS,0.95,Yes,5.0,ass100_90at5,30,3,26.67
Jun (2022),8.0,ME_ME_TS,0.95,Yes,5.0,ass100_90at5_iso,30,1b,83.33
Jun (2022),8.0,ME_ME_TS,0.95,Yes,5.0,ass100_90at5_iso,30,2,16.67
Jun (2022),8.0,ME_ME_TS,0.95,Yes,5.0,ass200_90at5,30,2,100.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,5.0,ass50_70at5,30,2,43.33
Jun (2022),8.0,ME_ME_TS,0.95,Yes,5.0,ass50_70at5,30,3,56.67
Jun (2022),8.0,ME_ME_TS,0.95,Yes,25.0,ass100_90at5,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,25.0,ass100_90at5_iso,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,25.0,ass200_90at5,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.95,Yes,25.0,ass50_70at5,30,4,100.0
Jun (2022),8.0,ME_TS_BS,0.7,No,0.2,ass100_90at5,30,4,96.67
Jun (2022),8.0,ME_ME_TS,0.95,Yes,1.0,ass50_70at5,30,2,26.67
Jun (2022),8.0,ME_TS_BS,0.7,No,0.2,ass100_90at5_iso,30,1b,3.33
Jun (2022),8.0,ME_ME_TS,0.95,No,25.0,ass100_90at5_iso,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.95,No,5.0,ass50_70at5,30,4,16.67
Jun (2022),8.0,ME_ME_TS,0.9,Yes,25.0,ass100_90at5,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.9,Yes,25.0,ass100_90at5_iso,30,4,100.0
Jun (2022),8.0,ME_ME_TS,0.9,Yes,25.0,ass200_90at5,30,4,100.0
